hotel_name,location,points,visitors,picture,comment
西安西圃-民宿,"碑林区, 西安",8.3,4条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/462060128.jpg?k=586fb0877b0f9b21f37f71e887c59a3c6fa489255a9962adc0d8ce6311f41e15&o=,西安西圃-民宿坐落于西安中心，距离钟楼有14分钟步行路程，距离鼓楼有1.3公里，配备免费WiFi和空调。客人可以使用带露台的花园。 所有房间均配有冰箱、微波炉、咖啡机、吐司机和电热水壶。部分房间提供带淋浴设施、免费洗浴用品、吹风机和拖鞋的私人浴室。 这家家庭式住宿距离西安城墙有3.7公里，距离大雁塔有5.9公里。最近的机场是西安咸阳国际机场，距离西安西圃-民宿有43公里。住宿提供付费机场接驳服务。
锦江之星西安大雁塔酒店,"雁塔区, 西安",9.5,2条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/77682400.jpg?k=d3f3668399cb980a2d9bc69063da9da110da81d60e598ee44d958c00978dbe31&o=,锦江之星西安大雁塔酒店位于西安，距离大雁塔1公里，距离西安城墙3.6公里。客人可在内部餐厅用餐。 酒店的每间客房均设有空调、平板电视、水壶和私人浴室，提供拖鞋、免费洗浴用品和吹风机等舒适用品。 酒店设有24小时前台。 锦江之星西安大雁塔酒店距离回民街5公里，距离鼓楼5公里，距离最近的西安咸阳国际机场32公里。
西安南曲江智选假日酒店,"雁塔区, 西安",10,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/485303398.jpg?k=c7bc5466284c597e6d2d7663a20645c7c689c9b46399f1571d2eb8ae16343527&o=,西安南曲江智选假日酒店位置便利，位于西安的雁塔区区，距离钟楼有12公里，距离鼓楼有12公里，距离西安城墙有13公里。这家住宿提供的设施包括餐厅、共用休息室、24小时前台和免费WiFi。这家住宿禁烟，距离大雁塔有7公里。 客房均配备空调、带有线频道的平板电视、电热水壶、淋浴设施、免费洗浴用品和衣柜。 这家酒店提供儿童游乐区。...
7天连锁酒店西安长缨路店,"新城区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/38134405.jpg?k=15f3ef4d7341287b65f5fd165c81a14ff84b96c6f7a22a1a96e02c3fc8367154&o=,7天连锁酒店（西安长缨路店）位于西安。 酒店的每间客房均为客人设有电视、空调、有线频道带淋浴的私人浴室和床单等额外设施。 7天连锁酒店（西安长缨路店）为客人提供24小时前台和行李寄存处等其它设施。 酒店距离大明宫有4.1公里，距离回民街有4.7公里，距离鼓楼有5.7公里，距离西安咸阳国际机场有29公里。
西安高新洲际酒店,"雁塔区, 西安",9.7,6条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/483883413.jpg?k=810244e452701c341451a9967769242d68e67f624704999ed1d585a2caf81bea&o=,西安高新洲际酒店地理位置超棒，位于西安的雁塔区区，距离鼓楼有9公里，距离钟楼有9.3公里，距离大雁塔有10公里。这家住宿距离西安城墙约有12公里，距离大明宫有16公里，距离秦始皇兵马俑博物馆有42公里。住宿为客人提供客房服务、24小时前台和外币兑换服务。...
星程西安钟楼回民街酒店,"碑林区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/229498291.jpg?k=4c05e2ca44219628005866448939ed6c2d77bce6ef338a737fb1f686a59689c2&o=,星程西安钟楼回民街酒店位于西安中心，配备共用休息室、餐厅和酒吧，距离钟楼有4分钟步行路程。这家住宿提供的设施包括客房服务、24小时前台以及免费WiFi。住宿为客人提供商务中心、礼宾服务和旅游行程安排服务。 这家酒店每天供应亚洲风味早餐。 星程西安钟楼回民街酒店距离鼓楼有8分钟步行路程，距离西安城墙有3.2公里。最近的机场是西安咸阳国际机场，距离这家住宿有42公里。
西安高新逸扉酒店,"雁塔区, 西安",9.0,11条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/490009430.jpg?k=017b6bb6913c0a7628e8ae0e19b5a02fea3fc8be70f9ac619b8ee5555c159ea9&o=,暂无介绍
西安高新智选假日酒店,"雁塔区, 西安",2.0,2条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/252520695.jpg?k=b433f529b78c9f5648e07e297318843af8a66dcc650b827c8c97dcf2d5252308&o=,西安高新智选假日酒店位于西安，距离格陵兰皮科国际会展中心仅有10分钟步行路程，距离大雁塔有10分钟车程，距离秦始皇兵马俑有30分钟车程。 酒店提供超过200间宽敞的客房。每间客房均拥有简约而典雅的设计，包括一台平板卫星电视、电热水壶、一台冰箱和一个衣柜。连接浴室设有淋浴设施、免费洗浴用品和吹风机。 西安高新智选假日酒店提供配有迷你工作站的商务中心和5间可满足不同会议需求的多功能会议室。...
圣杰酒店(西安咸阳国际机场店),咸阳,7.2,5条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/447984933.jpg?k=5558e27e9f808dfe4a047632915e215875df088d031c5444d47fd389ee9a6830&o=,圣杰酒店(西安咸阳国际机场店)坐落于咸阳，配有免费自行车、共用休息室、露台和免费WiFi，距离大明宫有35公里，距离西安城墙有38公里。这家住宿距离鼓楼约有40公里，距离钟楼有41公里，距离大雁塔有44公里。住宿为客人配备免费班车服务、客房服务和外币兑换服务。 房间均配有空调、带卫星频道的平板电视、冰箱、电热水壶、淋浴设施、免费洗浴用品和书桌。所有房间均配有衣柜。...
西安中建假日酒店,"雁塔区, 西安",9.5,2条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/484527113.jpg?k=d3a0e601fb30c753329f499d8a5dc9c0a8a55a17419bb8b246745795b7e3539d&o=,暂无介绍
西安高新南智选假日酒店,"雁塔区, 西安",8.1,7条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/318954395.jpg?k=b7da074c519c81d66b630219feb43a4069a7dae35416534bbc64d94d8158522f&o=,西安高新南智选假日酒店地理位置超棒，位于西安的雁塔区区，距离大雁塔有12公里，距离鼓楼有13公里，距离钟楼有13公里。这家住宿配备客房服务，还为客人提供餐厅。这家酒店距离西安城墙有16公里，距离大明宫有20公里。 这家酒店的客人可以享用亚洲风味早餐。 西安高新南智选假日酒店的前台可提供信息，以帮助客人游览该地区。...
西安高新希尔顿酒店,"雁塔区, 西安",8.4,8条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/506671126.jpg?k=a8bdc60abfa0a379fe3e9492585089128fe131f0447e472c7315d4031a938080&o=,暂无介绍
七天连锁酒店西安西北大学北门店,"莲湖区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/38171144.jpg?k=4f3992d0b47f255c597429374e03aa4769839d6180699f0fc7585487fe18c693&o=,西安西北大学北门7天连锁酒店位于西安。 客房设有有线电视、空调、床单以及带淋浴的私人浴室。 西安西北大学北门7天连锁酒店设有24小时服务前台和行李寄存处等设施。 酒店距离鼓楼有2.2公里，距离钟楼有2.2公里，距离西安城墙有2.3公里，距离西安咸阳国际机场有27公里。
七天连锁酒店西安西北大学北门店,"莲湖区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/38171144.jpg?k=4f3992d0b47f255c597429374e03aa4769839d6180699f0fc7585487fe18c693&o=,西安西北大学北门7天连锁酒店位于西安。 客房设有有线电视、空调、床单以及带淋浴的私人浴室。 西安西北大学北门7天连锁酒店设有24小时服务前台和行李寄存处等设施。 酒店距离鼓楼有2.2公里，距离钟楼有2.2公里，距离西安城墙有2.3公里，距离西安咸阳国际机场有27公里。
西安德尔塔酒店,"莲湖区, 西安",8.6,10条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/475520839.jpg?k=4222717bac6a8e1fae7e7422804d7808190f7ad7b48672eabf9de063dbeafbe8&o=,西安德尔塔酒店位置便利，位于西安的莲湖区区，距离西安城墙有3.5公里，距离大明宫有1.9公里，距离鼓楼有6.2公里。这家住宿距离钟楼约有6.5公里，距离大雁塔有11公里，距离秦始皇兵马俑博物馆有26公里。这家酒店距离小雁塔有6.2公里，距离西安博物馆有6.6公里。 这家酒店距离华清池有31公里，距离兵马俑有40公里。最近的机场是西安咸阳国际机场，距离西安德尔塔酒店有39公里。
西安西唐客栈,"碑林区, 西安",7.2,31条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/280415268.jpg?k=257d16382772b7ce42b7958ab05283ea7cea7f0a0c5bc654041aec4e7db21321&o=,暂无介绍
7天酒店·咸阳兴平金城路店,咸阳,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/254532341.jpg?k=b3b747d5c3d10738e61b4677abe34781335de7475277fd799b34dbf2c5f9c71f&o=,7天酒店·咸阳兴平金城路店位于咸阳，提供带免费WiFi的空调客房，距离碑林有49公里。 这家酒店的前台工作人员可随时为客人提供建议。 最近的机场是西安咸阳国际机场，距离7天酒店·咸阳兴平金城路店有44公里。
如家快捷酒店西安大雁塔通易坊店,"雁塔区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/61684970.jpg?k=2cf0fd42f194ff33f710aaa01b4c2ba0b14bbe35a3bf6dd270f9ad12c70bc88c&o=,如家快捷酒店西安大雁塔通易坊店位于西安的雁塔区，提供带有线频道平板电视的空调客房。这家住宿距离大雁塔有不到一公里，距离钟楼有5.4公里，距离鼓楼有6公里。这家酒店距离秦始皇兵马俑博物馆有29公里，距离华清池有35公里。 这家酒店的客房提供配有淋浴设施和免费洗浴用品的私人浴室，也为客人提供免费WiFi。部分客房享有市景。所有房间为客人提供书桌和电热水壶。...
忆宿石玖设计师酒店(西安钟鼓楼回民街店),"莲湖区, 西安",8.6,91条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/448299613.jpg?k=39975cf0fb17dc8fb12e57b5797672dec341c7d7855e944793dc068ea53fb726&o=,暂无介绍
【路客】西安市莲湖区·城墙景区·路客精品民宿·00180630,"莲湖区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/216031133.jpg?k=c5c19bdac28d058407a6192f8299c0432f297b0c2f15702a810e096279b3a308&o=,【路客】西安市莲湖区·城墙景区·路客精品民宿·00180630位置便利，位于西安的莲湖区区，距离鼓楼有4.6公里，距离钟楼有4.9公里，距离大明宫有5.1公里。这家住宿距离大雁塔有9.2公里，距离秦始皇兵马俑博物馆有24公里，距离华清池有29公里。这家住宿距离市中心1.9公里，距离西安城墙有2公里。...
西安君悦酒店,"雁塔区, 西安",8.6,27条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/158157420.jpg?k=f5809029a6729dc0a792d32c245350d49c739d75f5fb6abd136f796b950e161a&o=,暂无介绍
派酒店·杨凌公园路店,Yangling,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/117784598.jpg?k=c05622639085a851735beb7dfa335834231294fd39fb8213d12c7fe72988a15f&o=,派酒店·杨凌公园路店位于杨凌，提供空调住宿，仅接待中宾。所有客房均提供平面有线电视和私人浴室。酒店还拥有24小时前台。 酒店的客房配有水壶和书桌。 酒店距离西安咸阳国际机场有64公里。
锦江之星阎良前进路城市广场店,西安,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/56867742.jpg?k=fefaf04042df72842ebe920e4042b11f83cf2e847c95699cbb0f0b5c3446789c&o=,锦江之星阎良前进路城市广场店位于西安，提供空调客房，距离兵马俑有38公里。这家住宿距离华清池有40公里，距离秦始皇陵有37公里，距离汉阳陵有47公里。这家酒店距离西安事变蜡像馆有40公里，距离扁鹊纪念馆有42公里。 这家酒店的客房配有带淋浴设施的私人浴室，也提供免费WiFi。部分客房享有市景。锦江之星阎良前进路城市广场店的每间客房都配备床上用品和毛巾。...
麗枫酒店·西安高新区西部大道阳光城,"雁塔区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/250912271.jpg?k=c79a0ac964f8b7bd3c0021a967b2e6e1cd1648d7404f187fdf6b28cce74dee39&o=,麗枫酒店·西安高新区西部大道阳光城位于西安，距离鼓楼有14公里，配备带空调和免费WiFi的客房。这家住宿距离钟楼有14公里，距离大雁塔有14公里，距离西安城墙有17公里。这家酒店距离华清池有46公里，距离碑林有10公里。 这家酒店的前台工作人员可随时为客人提供信息。...
西安印力诺富特酒店,"未央区, 西安",5.7,7条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/76282946.jpg?k=1151c40d29d5f5b082619fe5d937bd23ac03898bb18fa56e4fa335e0bd339011&o=,西安印力诺富特酒店位于西安，距离北城墙有2个街区的路程，距离大明宫1.2公里。客人可以在酒店内的酒吧放松身心。 西安印力诺富特酒店距离钟楼和回民街4公里，距离高铁站约有15分钟的地铁车程，距离西安咸阳国际机场约有30分钟车程。 每间设施齐全的宽敞客房均拥有现代风格的装饰，设有私人浴室。西安印力诺富特酒店提供覆盖各处的免费WiFi。...
西安阅城瓦舍旅行酒店钟楼南门店,"碑林区, 西安",7.3,64条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/457835178.jpg?k=b5a16b61bef4a174c82fde31e3d7d074da81f60347308dcb65255e6ad6796a46&o=,阅城瓦舍旅行酒店（钟楼南门店）坐落在明代历史悠久的古城墙对面，距离著名的钟楼和热闹的回民美食街有8分钟步行路程，提供覆盖各处的免费WiFi。客人可以参加汉语角、骑自行车夜游城市、电影之夜、城市漫步以及烧烤等定期安排的活动。 旅舍距离钟楼地铁站（2号线）和永宁门地铁站（2号线）均仅有8分钟步行路程，距离陕西历史博物馆有11分钟车程，距离西安火车站有15分钟车程，距离咸阳国际机场有50分钟出租车车程。...
西安豪享来温德姆至尊酒店,"雁塔区, 西安",8.4,28条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/39179953.jpg?k=80ecf86beb5ef2b61a4b151ab33de24b250d68769630feb05f77316d933c6f7f&o=,暂无介绍
7天连锁酒店西安北大街地铁站莲湖公园店,"莲湖区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/38173919.jpg?k=03f648b1f9a285bb9b825441dbd45743db2709044b437530e5880b837f736f79&o=,7天连锁酒店(西安北大街地铁站莲湖公园店)位于西安市。 酒店的客房设有电视、空调、有线频道以及带淋浴的私人浴室，还提供床单等额外设施。 7天连锁酒店(西安北大街地铁站莲湖公园店)设有24小时前台以及行李寄存处等其他设施。 酒店距离西安市政厅400米，距离钟楼有1.1公里，距离鼓楼1.2公里，距离西安咸阳国际机场有26公里。
西安机场空港大酒店,咸阳,9.7,4条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/76079730.jpg?k=b30a0bb05604781e2452e5d6e2c4dd848060f15f2daec2a2ba71194eef571780&o=,西安咸阳国际机场空港大酒店距离咸阳国际机场T3航站楼仅有12分钟直达车程，提供室内游泳池、免费班车服务、21间宴会和会议室、设施齐全的健康中心、5个中式和西式餐饮场所以及免费WiFi。 西安咸阳国际机场空港大酒店距离西安火车站有1.2小时车程，距离市中心有45分钟车程，距离小雁塔27.4公里。...
西安香格里拉,"雁塔区, 西安",8.2,12条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/480436225.jpg?k=933fd4eec6c92c51c21988b30a31eb11ce873b950e8cc438256a6d93b3399b03&o=,暂无介绍
【路客】西安市高新区·大雁塔·路客精品公寓·00150840,"雁塔区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/216662189.jpg?k=9b1787c4d0c3443692e82bfad4aff7ff5d68ce98ad369a0ed7e30d32f05613d2&o=,暂无介绍
【路客】西安市未央区·北客站·路客精品公寓·00190720,"未央区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/216158710.jpg?k=7bb20cf41a7a5c0feca2d174d8ed1c4be7c03fd7d629025b3f6b989eba912997&o=,暂无介绍
派酒店·西安碑林博物馆和平门店,"碑林区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/117784279.jpg?k=a938a0d0c26ad2c17c6508c6b4e772f5f8eecf82e6ccc0a6b4f9d71c5497992a&o=,派酒店·西安碑林博物馆和平门店位于西安的碑林区，仅接待中宾，距离钟楼2.4公里，距离西安城墙约2.4公里，距离回民街2.5公里，提供带免费WiFi的客房。 派酒店·西安碑林博物馆和平门店的所有客房均配有水壶、带淋浴和免费洗浴用品的私人浴室、空调和办公桌。 酒店前台提供该地区的观光信息，方便客人前往周边地区。...
西安锦江西京国际饭店,"莲湖区, 西安",9.7,4条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/110255754.jpg?k=977c4bef96e8ee5556fa32dc7c03ec745ee6d87e7e88ed6a423f3eaa7f38fc81&o=,西安锦江西京国际饭店位于西安市中心，距离穆斯林街仅有1分钟的步行路程，距离钟楼和鼓楼有2分钟的步行路程。这栋传统的中国风格建筑内配有室内游泳池、多功能厅和4间会议室。酒店提供覆盖各处的免费WiFi和带免费有线网络的客房。 西安锦江西京国际饭店距离碑林博物馆和西安古城有5分钟车程，距离小燕塔有8分钟车程，距离西安火车站4公里，距离咸阳国际机场有45公里。...
西安小寨南曲江会展中心亚朵酒店,"雁塔区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/235837255.jpg?k=f5d56d698f5991dd8daeb9951008526ce85826380946429ec8aabff654a2ade9&o=,西安小寨南曲江会展中心亚朵酒店位于西安的雁塔区，提供空调客房，距离大雁塔有4.3公里。这家住宿距离鼓楼有8.1公里，距离钟楼有8.5公里，距离西安城墙有11公里。这家酒店距离华清池有39公里，距离兵马俑有47公里。 这家酒店的所有房间均配有电视。 西安小寨南曲江会展中心亚朵酒店的前台可以提供该地区的建议。...
"Holiday Inn Express Xi'an Intl Trade&Logistic Park, an IHG Hotel","灞桥, 西安",10,8条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/277586195.jpg?k=e5350339aded1b62f322b611afd25e09ca27bae9f4b87d60e056727fe484d9aa&o=,"Holiday Inn Express Xi'an Intl Trade&Logistic Park, an IHG Hotel地理位置超棒，位于西安的灞桥区，距离秦始皇兵马俑博物馆有15公里，距离华清池有17公里，距离大明宫有20公里。这家酒店提供免费WiFi，距离西安城墙约有23公里，距离兵马俑有24公里。这家酒店距离钟楼有25公里，距离鼓楼有26公里。..."
西安西城智选假日酒店,"雁塔区, 西安",7.6,5条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/230126069.jpg?k=3c0d56929309d2e32f99d219c5b4b7e15f055034edb43a2909fc341a4859fc38&o=,西安西城智选假日酒店坐落于西安，配有免费自行车、健身中心和共用休息室，距离鼓楼有14公里。这家住宿距离钟楼有14公里，距离大雁塔有14公里，距离西安城墙有17公里。住宿为客人配备共用厨房、客房服务和旅游行程安排服务。 所有客房均配有空调、带有线频道的电视、电热水壶、淋浴设施、免费洗浴用品和书桌。客房提供保险箱。部分客房享有市景。客房均拥有衣柜。 客人可以在这家住宿享用意式、美式或亚洲风味早餐。...
班马家全套房民宿(西安鼓楼南门店),"碑林区, 西安",10,3条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/498058789.jpg?k=8528467661d91cca9a3c130e409aa09b525824d830655d820db2a75c71aed9fe&o=,暂无介绍
7天优品·西安火车站中心广场机场大巴店,"新城区, 西安",1.0,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/283895513.jpg?k=49f4e442f4b5b87cbb0a6f909096bb049a96bea4119e451d9abbd951d55523c5&o=,7天优品·西安火车站中心广场机场大巴店坐落于西安，距离西安城墙有13分钟步行路程，配备带免费WiFi的空调住宿。这家酒店位置很好，位于新城区，距离大明宫有2.4公里，距离钟楼有5.9公里。这家酒店距离秦始皇兵马俑博物馆有22公里，距离华清池有28公里。 这家酒店的前台可提供信息，以帮助客人游览该地区。...
西安天骊君廷大酒店 ,"雁塔区, 西安",8.3,10条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/68433466.jpg?k=89730908f674c032de00e747b31c8606b86b1f00f691bd182b7daa876f33cea3&o=,西安天骊君廷大酒店位于雁塔区，地理位置优越，毗邻西安高新技术产业开发区，提供室内游泳池、健身中心、设备齐全的多功能会议厅和免费WiFi。 酒店距离陕西历史博物馆有17分钟车程，距离西安城墙有20分钟车程，距离西安火车站有30分钟车程，距离西安咸阳国际机场有40分钟车程。 每间客房均配有空调、迷你吧、带冰箱、电热水壶和餐桌的用餐区、带淋浴、浴缸和浴袍的私人浴室、沙发、书桌以及保险箱，享有市景。...
西安阳光城希尔顿花园酒店,"高新, 西安",8.6,8条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/483789765.jpg?k=a0a073a70c1b3c078c1a87ff6afe808bbac185f5611fe83594f4fa9a503c5772&o=,暂无介绍
西安钟楼北大街地铁站亚朵酒店,"莲湖区, 西安",8.7,6条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/436784974.jpg?k=354fcbc515dac19cf3ced8f414211d8c3248953d80897e3cb5c8e1546dceeea0&o=,西安钟楼北大街地铁站亚朵酒店位置优越，位于西安的新城区区，距离钟楼有1.9公里，距离鼓楼有3.7公里，距离大明宫有5.7公里。这家住宿距离大雁塔有8.6公里，距离秦始皇兵马俑博物馆有24公里，距离华清池有30公里。这家住宿距离市中心不到一公里，距离西安城墙有2.1公里。...
西安钟楼永宁里亚朵酒店,"碑林区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/503289761.jpg?k=d3b575fb06a10ebab428401ad80653201db3028e6cc1be90cf6a5d5d74e4f4c5&o=,西安钟楼永宁里亚朵酒店位于西安，距离钟楼有14分钟步行路程，提供带免费WiFi的市景客房。这家住宿距离西安城墙约有4.9公里，距离大雁塔有7.2公里，距离大明宫有8.4公里。这家住宿距离鼓楼有16分钟步行路程，距离市中心不到1.1公里。 客房均配备空调、带有线频道的平板电视、电热水壶、淋浴设施、免费洗浴用品和书桌。这家酒店的每间客房都配备床上用品和毛巾。...
西安钟楼枫渡酒店,"碑林区, 西安",5.0,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/494755174.jpg?k=d9e69f2518bb75b9f7acaad0150a6b261ff9c11d129bb055064bc0c90c35bb45&o=,西安钟楼枫渡酒店坐落于西安，距离西安城墙有3.8公里，配备空调住宿和健身中心。这家住宿提供的设施包括餐厅、客房服务、24小时前台和免费WiFi。酒店拥有家庭间。 这家酒店的房间均配备电热水壶。 西安钟楼枫渡酒店每天早晨供应自助早餐。 这家住宿距离钟楼有4.2公里，距离鼓楼有4.7公里。最近的机场是西安咸阳国际机场，距离西安钟楼枫渡酒店有45公里。
西安伊敦诺富特酒店,"未央区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/488615613.jpg?k=e049dcce9edcb7679bdbd2dd7213396f629e8091a885542f96eeec212fafa33d&o=,暂无介绍
西安浐灞万枫酒店,"灞桥, 西安",8.9,16条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/469616437.jpg?k=9ebc8d1a6c51fa7225f0ac42c9f2ccd4bd2571dd4e4f333fe09e2396e94cd2e5&o=,暂无介绍
维也纳酒店（商洛丹凤店）,丹凤,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/275490281.jpg?k=9962916a685d61bdfddbcf95d2634a94db83b964fe17e8be8602f249b0c82d23&o=,维也纳酒店（商洛丹凤店）位于丹凤。这家住宿配备客房服务，还为客人提供餐厅。内部提供私人停车位。 客房均配备空调、带卫星频道的电视、电热水壶、淋浴设施、免费洗浴用品和书桌。这家酒店的每间客房都配有床上用品和毛巾。 维也纳酒店（商洛丹凤店）的前台工作人员可随时为客人提供建议。
 陕西星河湾酒店,西安,9.0,2条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/218786806.jpg?k=6fdb234b42e9cc94099931645b6e5a6ba1d7828be32cc9a9db3432f6ebbc812c&o=,暂无介绍
西安海伦公寓,"碑林区, 西安",7.8,34条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/108960709.jpg?k=dbeafd08051d38a1bf2d5d0fd0ed6511187bd482ca49754ed21625a32bdd86ec&o=,西安海伦公寓位于小雁塔景区，提供自助式住宿和免费WiFi，距离钟鼓楼2.4公里。 公寓距离大雁塔有10分钟车程，距离西安火车站有15分钟车程，距离兵马俑有55分钟车程，距离西安咸阳国际机场28公里。 空调公寓设有电视、空调和阳台。部分公寓配有带微波炉及冰箱的小厨房。公寓还设有带淋浴、吹风机和免费洗浴用品的私人浴室，享有城市景致。...
Suoxing Hotel Longxian Passenger Bus Station,陇县,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/329629319.jpg?k=a29f7e950641d0f92f84fb047b1e76989609a9c85a77df9200735db1c44bea1f&o=,Suoxing Hotel Longxian Passenger Bus Station位于陇县。住宿为客人提供共用休息室和客房服务。 这家酒店的所有房间均配有电热水壶。Suoxing Hotel Longxian Passenger Bus Station的部分客房配有带淋浴设施和免费洗浴用品的私人浴室，还享有市景。这家住宿的客房均提供空调和书桌。 Suoxing Hotel Longxian...
桔子水晶西安高新区酒店,"雁塔区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/329570700.jpg?k=dcb038d95f9a3f4f6ed64387ed0585d05409b7df2b163f32578f55dca681e2e2&o=,暂无介绍
【路客】西安市碑林区·永宁门·路客精品公寓·00154320,"碑林区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/216008231.jpg?k=9a5c80e178b02174ea096cac99a133795e08b5a19c3ab08c3ff8d88ab7b09a28&o=,暂无介绍
Lavande Hotel Xianyang Yuquan Road Wanda Plaza Branch,"秦都, 咸阳",8.0,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/268329036.jpg?k=1f21eee326f6dfc130580fa313f51b0c286654d72f90830f95d8cc9999d233e6&o=,Lavande Hotel Xianyang Yuquan Road Wanda Plaza Branch位置很好，位于咸阳的秦都区，距离西安城墙有31公里，距离鼓楼有33公里，距离大明宫有33公里。这家住宿距离钟楼约有33公里，距离大雁塔有36公里，距离碑林有32公里。 这家酒店的前台可提供信息，以帮助客人游览该地区。 Lavande Hotel Xianyang Yuquan Road...
西安高新区喜来登酒店,"雁塔区, 西安",8.3,3条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/467540462.jpg?k=a3cda708ababf845533163335ffa3968f2a9dfd768ea4e1fd954014a3a77c270&o=,暂无介绍
西安高新科技路智选假日酒店,"雁塔区, 西安",6.8,5条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/322416646.jpg?k=5fb985f31416ff3f6a0ffb603146d179cdf9051c57a4efda06c56a4d0338bd29&o=,暂无介绍
西安西咸诺富特酒店,"未央区, 西安",8.8,6条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/327967333.jpg?k=e67398b3d38cbe913661fa9a64ef6bf388453c5fe41192ca24e0aca2f07fac81&o=,西安西咸诺富特酒店位置很赞，位于西安的未央区区，距离西安城墙有17公里，距离鼓楼有19公里，距离大明宫有19公里。这家住宿距离钟楼约有20公里，距离大雁塔有23公里，距离秦始皇兵马俑博物馆有39公里。这家酒店距离华清池有45公里，距离碑林有18公里。 这家酒店的客房配有私人浴室。 西安西咸诺富特酒店的客人可以享用欧陆式早餐。...
